Month,Homicides
2016-03-01,366.53001118316365
2016-04-01,403.7273638032372
2016-05-01,430.9449388910959
2016-06-01,334.77617358066186
2016-07-01,338.4051835923764
2016-08-01,333.86892107773326
2016-09-01,351.10671863337706
2016-10-01,385.58231374466476
2016-11-01,421.87241386180966
2016-12-01,418.24340385009515
2017-01-01,420.965161358881
2017-02-01,434.5739489028104
2017-03-01,456.3480089730973
2017-04-01,451.8117464584542
2017-05-01,395.5620912768796
2017-06-01,385.58231374466476
2017-07-01,353.8284761421629
2017-08-01,339.312436095305
2017-09-01,360.1792436626633
2017-10-01,415.5216463413093
2017-11-01,440.9247164233107
2017-12-01,412.79988883252344
2018-01-01,403.7273638032372
2018-02-01,424.5941713705955
2018-03-01,400.0983537915227
2018-04-01,460.8842714877404
2018-05-01,431.8521913940245
2018-06-01,383.7678087388075
2018-07-01,340.2196885982336
2018-08-01,371.9735262007354
2018-09-01,326.61090105430424
2018-10-01,346.57045611873394
2018-11-01,347.4777086216626
2018-12-01,342.9414461070195
2019-01-01,313.90936601330355
2019-02-01,350.19946613044846
2019-03-01,293.0425584459452
2019-04-01,312.0948610074463
2019-05-01,326.61090105430424
2019-06-01,313.0021135103749
2019-07-01,301.2078309723028
2019-08-01,283.97003341665896
2019-09-01,290.32080093715933
2019-10-01,281.2482759078731
2019-11-01,291.22805344008793
2019-12-01,290.32080093715933
2020-01-01,299.39332596644556
2020-02-01,316.6311235220894
2020-03-01,293.0425584459452
2020-04-01,337.4979310894477
