Month,Homicides
2016-03-01,407.84144255926594
2016-04-01,416.5756216564117
2016-05-01,449.4248504454095
2016-06-01,324.6589924101238
2016-07-01,365.9162849452165
2016-08-01,346.7162753570155
2016-09-01,346.45852933891945
2016-10-01,424.9792086227057
2016-11-01,438.6270156522597
2016-12-01,425.05857123833914
2017-01-01,500.33564550597555
2017-02-01,493.985386360252
2017-03-01,465.0376326329003
2017-04-01,490.03832947074113
2017-05-01,453.30703269575065
2017-06-01,406.29467325937946
2017-07-01,365.00472691742993
2017-08-01,403.8837206673899
2017-09-01,397.5310077245014
2017-10-01,459.85508676541644
2017-11-01,472.5915378595437
2017-12-01,471.4088780163418
2018-01-01,485.1646068706732
2018-02-01,460.2767054886612
2018-03-01,427.1746709080427
2018-04-01,448.9701726465329
2018-05-01,441.70494947039657
2018-06-01,366.95034219506925
2018-07-01,386.53947391643845
2018-08-01,404.6222506536726
2018-09-01,358.18699763753517
2018-10-01,417.77642492664023
2018-11-01,392.0284442034041
2018-12-01,380.40454602311564
2019-01-01,393.4921600343846
2019-02-01,412.25191301663705
2019-03-01,363.3982007295405
2019-04-01,327.5735454197117
2019-05-01,341.9286412981633
2019-06-01,293.7927533812016
2019-07-01,326.62621071005714
2019-08-01,348.2750937936013
2019-09-01,314.91077023813546
2019-10-01,345.8232678596598
2019-11-01,322.51560138134903
2019-12-01,332.84351028175644
2020-01-01,352.8184948227095
2020-02-01,370.3862437604155
2020-03-01,350.89314207456067
2020-04-01,386.2689742989339
