Month,Homicides
2018-01-01,456.6259663398072
2018-02-01,451.05806104567705
2018-03-01,423.63454284409846
2018-04-01,469.1678719907565
2018-05-01,442.20850296515476
2018-06-01,409.2170746526806
2018-07-01,381.7390902675101
2018-08-01,411.4609068438605
2018-09-01,379.57754386772945
2018-10-01,409.2360857503792
2018-11-01,396.9463588136945
2018-12-01,390.9459650180764
2019-01-01,386.7146752205903
2019-02-01,411.79068494332887
2019-03-01,363.94795835460906
2019-04-01,370.68313692613714
2019-05-01,368.74798190052667
2019-06-01,358.2117649730926
2019-07-01,354.47922136401104
2019-08-01,350.34524349150297
2019-09-01,339.6825531769689
2019-10-01,338.0433441805299
2019-11-01,345.8305757653186
2019-12-01,337.5830455855156
2020-01-01,339.42857070288994
2020-02-01,350.2726165305087
2020-03-01,345.3441383592425
2020-04-01,355.7338223288131
