Month,Homicides
2016-03-01,377.9672928981565
2016-04-01,388.83212946567016
2016-05-01,410.0886908781293
2016-06-01,358.4930274109336
2016-07-01,375.1707745899186
2016-08-01,355.57927334074395
2016-09-01,361.82212672583034
2016-10-01,394.9994756516813
2016-11-01,433.37584183079065
2016-12-01,425.7893823338513
2017-01-01,453.20300252810296
2017-02-01,461.1948372342279
2017-03-01,468.6585977098653
2017-04-01,454.27694683411096
2017-05-01,415.1641359628956
2017-06-01,398.830350772771
2017-07-01,371.6039212576548
2017-08-01,378.85760737037884
2017-09-01,402.0217534572195
2017-10-01,447.1429257797913
2017-11-01,476.70307896755827
2017-12-01,477.0255039996959
2018-01-01,457.42788748622127
2018-02-01,454.0713295805127
2018-03-01,419.9902785648379
2018-04-01,474.77149589067716
2018-05-01,438.23467951628163
2018-06-01,408.750740002202
2018-07-01,380.439990887969
2018-08-01,416.22793889998525
2018-09-01,367.39838164134227
2018-10-01,406.9180289676452
2018-11-01,393.7741607198024
2018-12-01,391.8275935493281
2019-01-01,383.85510908111297
2019-02-01,414.7921719040984
2019-03-01,356.3743447182202
2019-04-01,365.17674064564306
2019-05-01,370.31810973195445
2019-06-01,361.54073485125895
2019-07-01,353.9406870353358
2019-08-01,351.59087322806005
2019-09-01,338.5599158580008
2019-10-01,338.9693065480781
2019-11-01,346.5703639667369
2019-12-01,337.17070683945144
2020-01-01,338.92526245944623
2020-02-01,351.6960466419283
2020-03-01,344.4141204461191
2020-04-01,357.6664772826467
